CheckingAccount,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,EmploymentSince,InstallmentRate,Gender,OtherDebtors,ResidenceSince,Property,Age,OtherInstallmentPlans,Housing,ExistingCredits,Job,Dependents,Telephone,ForeignWorker,DEFAULT
> 200,63,All paid,Radio/television,11710,> 1000,4 - 7,1,Male,Co-applicant,1,Unknown/None,23,Stores,Own,3,Unemployed,2,1,0,1
< 0,27,No credits/all paid,Business,17218,< 100,Unemployed,2,Male,No,4,Savings agreement/life insurance,36,Stores,For free,2,Skilled,1,1,0,1
> 200,53,Critical account,Furniture/equipment,14261,> 1000,4 - 7,1,Female,No,2,Savings agreement/life insurance,70,No,Own,4,Unemployed,2,1,1,1
< 0,52,Existing paid,Domestic appliances,3116,500 - 1000,4 - 7,1,Female,Guarantor,1,Real estate,69,Bank,For free,3,Unemployed,2,0,0,1
No,54,Delay in paying,Car (new),14615,< 100,< 1,4,Male,No,3,Unknown/None,68,No,For free,1,Unskilled,1,0,0,1
0 - 200,39,All paid,Furniture/equipment,6148,500 - 1000,1 - 4,4,Female,No,1,Unknown/None,25,Bank,For free,2,Skilled,2,1,1,1
< 0,69,No credits/all paid,Vacation,6501,> 1000,4 - 7,4,Male,Co-applicant,3,Savings agreement/life insurance,31,Bank,Own,1,Skilled,1,0,0,1
> 200,37,Existing paid,Others,5189,500 - 1000,> 7,3,Female,No,4,Real estate,27,No,Own,2,Highly skilled,1,1,0,1
No,39,All paid,Vacation,4256,< 100,4 - 7,2,Female,Guarantor,2,Savings agreement/life insurance,20,Stores,Rent,1,Skilled,2,0,1,1
< 0,9,All paid,Radio/television,1875,< 100,Unemployed,4,Male,Guarantor,1,Savings agreement/life insurance,55,No,Rent,4,Unemployed,2,0,0,0
< 0,42,Existing paid,Car (used),11206,500 - 1000,Unemployed,3,Female,Guarantor,2,Car or other,46,No,Own,2,Skilled,2,1,0,1
No,45,No credits/all paid,Vacation,17524,100 - 500,Unemployed,3,Male,No,1,Unknown/None,32,Bank,Own,4,Skilled,2,1,0,0
< 0,61,No credits/all paid,Vacation,6328,> 1000,4 - 7,2,Male,Co-applicant,3,Real estate,40,Bank,Own,3,Unemployed,2,0,1,1
0 - 200,15,Critical account,Business,9173,> 1000,< 1,2,Male,Guarantor,2,Car or other,40,Bank,Own,2,Unskilled,1,1,0,1
< 0,6,Delay in paying,Radio/television,4211,500 - 1000,> 7,1,Female,No,1,Unknown/None,35,Stores,For free,4,Highly skilled,2,0,1,1
0 - 200,21,Existing paid,Furniture/equipment,9056,100 - 500,4 - 7,3,Male,Guarantor,4,Savings agreement/life insurance,63,No,For free,1,Highly skilled,1,0,1,1
0 - 200,43,Existing paid,Car (used),13808,< 100,< 1,4,Male,Guarantor,3,Real estate,36,No,For free,4,Unskilled,2,0,0,1
No,24,Existing paid,Retraining,6936,Unknown/None,< 1,2,Female,Co-applicant,2,Unknown/None,45,Stores,Own,2,Unemployed,1,1,1,0
< 0,18,No credits/all paid,Car (new),1837,Unknown/None,4 - 7,3,Female,Guarantor,1,Savings agreement/life insurance,43,No,For free,4,Highly skilled,2,1,0,0
No,29,Delay in paying,Education,10053,500 - 1000,4 - 7,4,Female,Co-applicant,2,Car or other,27,No,For free,1,Unskilled,2,0,0,0
< 0,11,Critical account,Domestic appliances,17530,100 - 500,< 1,3,Female,No,1,Real estate,64,Bank,Rent,1,Unskilled,2,1,0,1
< 0,45,All paid,Vacation,10600,100 - 500,< 1,2,Female,Guarantor,3,Unknown/None,21,Stores,Rent,1,Unskilled,2,1,1,0
> 200,47,All paid,Radio/television,11704,> 1000,< 1,1,Female,No,4,Car or other,72,Bank,For free,3,Highly skilled,2,0,0,1
< 0,17,Existing paid,Education,16099,< 100,4 - 7,3,Male,No,3,Savings agreement/life insurance,19,Stores,For free,2,Highly skilled,1,1,0,0
No,5,Delay in paying,Domestic appliances,7087,100 - 500,< 1,4,Female,No,2,Savings agreement/life insurance,20,Bank,For free,1,Highly skilled,2,1,0,1
0 - 200,40,No credits/all paid,Domestic appliances,1699,Unknown/None,Unemployed,2,Male,Guarantor,2,Unknown/None,24,No,Own,3,Highly skilled,2,0,1,1
< 0,41,Delay in paying,Retraining,5704,< 100,4 - 7,1,Female,Co-applicant,1,Savings agreement/life insurance,72,Stores,Rent,1,Skilled,2,1,1,1
> 200,44,Delay in paying,Retraining,9674,< 100,Unemployed,4,Male,Guarantor,3,Real estate,33,Stores,Rent,4,Unskilled,1,0,0,1
No,65,No credits/all paid,Retraining,4367,500 - 1000,1 - 4,4,Male,No,1,Unknown/None,48,Bank,Rent,2,Skilled,2,1,0,1
< 0,63,Existing paid,Repairs,9119,100 - 500,4 - 7,4,Female,Co-applicant,3,Car or other,27,Stores,For free,4,Unskilled,1,1,0,1
No,17,Delay in paying,Repairs,11100,500 - 1000,1 - 4,3,Female,No,2,Unknown/None,36,No,Own,3,Highly skilled,2,0,0,0
> 200,5,All paid,Domestic appliances,14593,100 - 500,< 1,2,Male,Co-applicant,1,Unknown/None,45,No,Rent,4,Highly skilled,1,0,1,0
> 200,20,No credits/all paid,Retraining,7095,> 1000,< 1,4,Female,Guarantor,1,Car or other,34,No,Rent,4,Skilled,2,1,1,1
No,31,Critical account,Business,4874,500 - 1000,> 7,3,Female,Co-applicant,3,Savings agreement/life insurance,45,Bank,Own,1,Unemployed,2,0,1,1
< 0,69,Existing paid,Vacation,9098,500 - 1000,< 1,2,Male,Guarantor,4,Car or other,36,Stores,For free,4,Highly skilled,1,0,1,1
0 - 200,38,No credits/all paid,Education,16799,Unknown/None,1 - 4,2,Male,No,3,Real estate,54,Bank,For free,1,Unemployed,2,1,1,1
> 200,8,Critical account,Education,13386,500 - 1000,< 1,3,Male,Co-applicant,4,Savings agreement/life insurance,40,No,Rent,1,Unskilled,1,0,1,1
< 0,68,Critical account,Repairs,839,100 - 500,4 - 7,3,Female,No,3,Unknown/None,37,Stores,Rent,2,Skilled,2,1,1,1
< 0,43,Delay in paying,Domestic appliances,6759,Unknown/None,< 1,4,Female,Co-applicant,2,Savings agreement/life insurance,30,No,Own,3,Unemployed,2,1,0,1
0 - 200,59,Delay in paying,Radio/television,7943,500 - 1000,> 7,2,Female,Guarantor,1,Savings agreement/life insurance,30,Stores,Rent,3,Unemployed,1,0,0,1
> 200,39,Delay in paying,Furniture/equipment,9704,500 - 1000,< 1,1,Female,Co-applicant,3,Real estate,60,Stores,Own,3,Highly skilled,2,1,0,1
> 200,48,No credits/all paid,Furniture/equipment,16705,> 1000,1 - 4,3,Male,Co-applicant,2,Savings agreement/life insurance,28,Bank,Rent,1,Unemployed,1,0,0,1
< 0,26,No credits/all paid,Repairs,11958,500 - 1000,1 - 4,2,Female,Guarantor,3,Savings agreement/life insurance,65,Stores,Rent,3,Unemployed,1,1,0,1
< 0,50,Existing paid,Radio/television,13192,< 100,< 1,2,Male,Guarantor,1,Savings agreement/life insurance,32,No,Rent,1,Unskilled,2,0,0,1
0 - 200,34,Delay in paying,Repairs,16902,Unknown/None,1 - 4,4,Female,Guarantor,3,Unknown/None,34,Stores,For free,2,Skilled,2,0,1,1
0 - 200,14,Critical account,Furniture/equipment,10218,< 100,1 - 4,1,Female,Co-applicant,4,Savings agreement/life insurance,71,No,Own,3,Highly skilled,2,1,0,1
> 200,13,All paid,Radio/television,2712,Unknown/None,> 7,4,Male,No,1,Car or other,67,Bank,Own,1,Highly skilled,1,0,1,0
No,70,Existing paid,Retraining,9710,> 1000,4 - 7,1,Female,Co-applicant,4,Savings agreement/life insurance,45,No,For free,3,Unemployed,1,0,0,1
> 200,17,No credits/all paid,Domestic appliances,1265,500 - 1000,> 7,1,Female,Co-applicant,2,Real estate,36,Stores,For free,3,Unskilled,2,0,1,1
< 0,13,Existing paid,Education,9525,500 - 1000,Unemployed,3,Male,No,2,Savings agreement/life insurance,21,No,For free,2,Unemployed,1,1,1,1
> 200,4,Existing paid,Business,13519,500 - 1000,> 7,2,Female,Guarantor,3,Savings agreement/life insurance,39,No,Own,4,Unemployed,1,1,0,0
No,8,Existing paid,Car (used),656,Unknown/None,< 1,2,Male,Co-applicant,4,Unknown/None,39,Stores,Rent,3,Highly skilled,1,0,0,1
0 - 200,23,Existing paid,Domestic appliances,7634,500 - 1000,4 - 7,2,Male,No,4,Car or other,72,No,For free,2,Unemployed,1,0,0,0
No,11,All paid,Retraining,11518,< 100,< 1,1,Male,Guarantor,1,Savings agreement/life insurance,54,Stores,For free,3,Unemployed,2,1,0,0
No,46,Delay in paying,Others,17619,500 - 1000,Unemployed,2,Male,Guarantor,4,Car or other,56,Bank,For free,3,Unskilled,2,1,0,1
No,4,Critical account,Furniture/equipment,12045,> 1000,4 - 7,3,Female,Co-applicant,4,Real estate,51,No,Rent,3,Highly skilled,2,1,1,0
0 - 200,60,Existing paid,Retraining,4735,< 100,1 - 4,1,Female,Guarantor,1,Unknown/None,50,Bank,Rent,3,Skilled,1,0,0,1
No,67,Existing paid,Others,9151,500 - 1000,> 7,1,Female,Guarantor,1,Car or other,61,No,For free,4,Unskilled,1,1,1,1
No,31,Existing paid,Repairs,2868,500 - 1000,< 1,1,Male,No,4,Unknown/None,59,No,Rent,4,Unskilled,1,0,1,1
No,40,Delay in paying,Radio/television,9853,100 - 500,Unemployed,1,Female,No,3,Savings agreement/life insurance,57,Bank,For free,3,Unskilled,1,1,1,1
< 0,50,No credits/all paid,Education,7178,Unknown/None,1 - 4,3,Female,Guarantor,1,Real estate,50,No,Rent,3,Highly skilled,2,0,0,1
No,40,No credits/all paid,Vacation,5618,< 100,> 7,2,Female,No,1,Unknown/None,29,No,Own,2,Unemployed,1,1,0,1
0 - 200,52,All paid,Repairs,4871,100 - 500,1 - 4,3,Female,Guarantor,4,Savings agreement/life insurance,19,Bank,Own,2,Skilled,1,0,0,1
No,47,No credits/all paid,Domestic appliances,14969,> 1000,> 7,2,Male,Co-applicant,4,Car or other,45,No,Rent,1,Highly skilled,2,1,0,0
No,59,Existing paid,Repairs,11376,Unknown/None,4 - 7,3,Male,No,1,Real estate,27,Stores,Own,4,Unemployed,2,1,0,0
0 - 200,31,Existing paid,Domestic appliances,7816,< 100,1 - 4,4,Female,Guarantor,4,Real estate,39,No,Own,3,Unskilled,2,0,0,1
No,9,Existing paid,Vacation,12556,500 - 1000,1 - 4,4,Male,Guarantor,1,Car or other,34,No,Own,4,Highly skilled,1,1,1,0
0 - 200,64,All paid,Car (new),15336,< 100,1 - 4,4,Female,No,3,Car or other,43,No,For free,2,Unemployed,1,1,0,1
No,23,Existing paid,Others,17637,500 - 1000,4 - 7,4,Female,No,3,Real estate,20,Bank,Rent,4,Skilled,1,1,1,1
0 - 200,5,No credits/all paid,Education,10140,Unknown/None,Unemployed,1,Female,Co-applicant,1,Unknown/None,24,Stores,Rent,4,Skilled,1,1,1,1
No,40,Delay in paying,Business,8345,500 - 1000,> 7,1,Male,Guarantor,1,Real estate,61,Stores,Rent,3,Unemployed,1,0,0,1
No,23,Delay in paying,Business,12969,> 1000,1 - 4,3,Female,Co-applicant,2,Car or other,25,No,Own,3,Highly skilled,1,0,0,0
< 0,29,Critical account,Others,10533,500 - 1000,4 - 7,3,Male,Co-applicant,2,Unknown/None,37,Bank,For free,2,Unskilled,2,1,0,1
< 0,32,No credits/all paid,Car (used),14481,> 1000,Unemployed,4,Male,Co-applicant,4,Savings agreement/life insurance,29,Bank,Rent,3,Unemployed,1,0,0,0
No,4,Existing paid,Retraining,14948,Unknown/None,> 7,2,Female,No,4,Real estate,52,Stores,Own,2,Unskilled,2,0,0,0
No,38,Delay in paying,Car (new),17707,Unknown/None,4 - 7,4,Male,Co-applicant,1,Car or other,34,Bank,For free,2,Skilled,2,0,0,1
> 200,62,No credits/all paid,Others,5434,< 100,> 7,3,Male,No,1,Savings agreement/life insurance,45,No,For free,1,Unemployed,2,0,1,1
